Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp585 (medium confidence),50,2030,0.104,10,0.0952,689,380,303,386,1026240,555315,470925,78443288,3789,605,9.58,212487,2974859,3981856,23227502,423,126019,233892,0,0,0,104879542,5346601,434,772,176,873,50,699,27,557,2,888
National,ssp585 (medium confidence),50,2030,0.104,25,0.0392,1031,652,465,566,2114750,1086821,1027929,136713299,4405,675,14.02,399120,4913611,5728074,25345245,436,168543,284505,1,0,0,167256660,8410487,577,1032,302,755,112,804,28,681,12,1133
National,ssp585 (medium confidence),50,2030,0.104,50,0.0198,1328,932,625,703,3944473,1807035,2137438,171644982,4694,715,18.15,619416,6785958,7031751,25883690,451,207050,322105,1,0,0,204636735,11802691,612,837,438,922,208,798,48,761,22,1376
National,ssp585 (medium confidence),50,2030,0.104,100,0.01,1689,1285,806,883,7218755,3036965,4181790,218957737,4984,759,23.93,908862,9030757,8316312,26606091,464,247440,359377,2,0,0,254953963,16691370,677,695,517,1058,309,618,143,846,43,1767
National,ssp585 (medium confidence),50,2030,0.104,250,0.004,2185,1783,1088,1097,16907161,6856177,10050984,259870324,5454,814,32.01,1473656,12867963,9911475,26847876,474,311802,427817,2,0,2,300013980,28604095,636,762,584,769,438,854,327,629,200,2440
National,ssp585 (medium confidence),50,2040,0.163,1,0.6321,25,2,3,22,1789,1670,120,2227823,1446,291,0.38,1884,53066,296114,3605928,72,1169,14394,0,0,0,5901211,300956,25,1401,0,45,0,0,0,0,0,0
National,ssp585 (medium confidence),50,2040,0.163,5,0.1813,580,249,250,330,712252,386804,325449,62194496,3646,588,8.27,156602,2430104,3074336,19237670,381,109397,202489,0,0,0,84064759,4052588,397,893,122,803,36,600,23,629,2,721
National,ssp585 (medium confidence),50,2040,0.163,10,0.0952,797,380,354,443,1176587,623956,552630,102369905,3969,626,10.93,242497,3452801,4280043,23796795,432,135940,250906,1,0,0,129870407,5835067,514,876,192,889,60,692,25,527,6,985
National,ssp585 (medium confidence),50,2040,0.163,25,0.0392,1143,652,526,617,2423865,1211958,1211907,146597058,4546,697,15.81,446471,5817967,5965120,25869252,449,179974,304853,1,0,0,178589130,9015429,633,1149,331,704,139,758,25,727,15,1208
National,ssp585 (medium confidence),50,2040,0.163,50,0.0198,1449,932,692,757,4439852,1988259,2451593,184568627,4826,738,20.13,674764,7532501,7270661,26084611,454,218850,333830,2,0,0,218519569,12604126,667,812,475,1036,216,752,68,705,23,1521
National,ssp585 (medium confidence),50,2040,0.163,100,0.01,1820,1285,879,941,7996862,3329657,4667205,229600371,5107,779,26.12,977317,10025390,8504673,26739235,468,259304,380777,2,0,0,266745773,17738156,730,733,537,946,344,735,161,843,48,1850
National,ssp585 (medium confidence),50,2040,0.163,250,0.004,2350,1783,1171,1179,18427628,7485168,10942460,273495274,5639,836,34.17,1559198,13864135,10090918,26988346,476,325318,454504,3,0,2,314802260,30403062,721,812,602,778,466,854,337,695,224,2500
National,ssp585 (medium confidence),50,2050,0.241,1,0.6321,36,9,4,32,5631,4882,750,3118330,1471,296,0.5,2434,59258,385562,3766995,77,2073,28118,0,0,0,6972701,395700,36,615,0,856,0,0,0,0,0,0
National,ssp585 (medium confidence),50,2050,0.241,5,0.1813,686,320,302,384,865530,460695,404834,75046897,3791,608,9.58,187678,2898329,3408364,21850134,409,121403,232415,0,0,0,100027775,4582975,470,869,143,818,44,657,25,535,4,912
National,ssp585 (medium confidence),50,2050,0.241,10,0.0952,911,485,406,505,1406916,730824,676091,121393829,4187,650,12.86,286826,4458546,4659891,23799342,433,149368,267396,1,0,0,149919113,6503002,582,963,228,860,68,686,24,617,9,1061
National,ssp585 (medium confidence),50,2050,0.241,25,0.0392,1268,778,596,672,2889349,1394376,1494973,160555247,4677,721,17.58,512003,6661742,6274897,25983933,452,195424,316529,1,0,0,193517450,9871673,669,1022,383,877,166,780,30,712,20,1286
National,ssp585 (medium confidence),50,2050,0.241,50,0.0198,1598,1076,762,836,5144968,2248796,2896172,203976931,4971,759,22.33,750859,8479521,7571286,26606091,463,234920,351608,2,0,0,239414152,13702033,725,803,510,1044,238,765,98,761,27,1598
National,ssp585 (medium confidence),50,2050,0.241,100,0.01,1952,1419,956,996,9109658,3750109,5359549,241180744,5285,801,28.29,1071473,10973777,8744140,26886329,470,275329,405178,2,0,1,279446028,19200601,748,819,572,875,386,777,180,845,66,1969
National,ssp585 (medium confidence),50,2050,0.241,250,0.004,2523,1915,1266,1257,20593091,8390332,12202759,286673179,5801,862,36.49,1676169,14777373,10326076,27366097,486,343440,475045,3,0,2,329291694,32938776,816,860,608,792,479,795,364,796,256,2558
National,ssp585 (medium confidence),50,2060,0.323,1,0.6321,37,15,4,33,11392,9345,2047,3118448,1520,305,0.55,3089,61258,477597,4130303,88,3217,30882,0,0,0,7340891,495295,34,492,3,1028,0,0,0,0,0,0
National,ssp585 (medium confidence),50,2060,0.323,5,0.1813,782,401,349,433,1053415,545885,507529,90260846,3927,628,10.89,224549,3539749,3801015,23346565,426,134837,252430,1,0,0,117399591,5213815,521,855,177,878,53,674,25,536,6,984
National,ssp585 (medium confidence),50,2060,0.323,10,0.0952,1016,565,460,556,1697960,864479,833481,134149324,4385,678,14.28,340097,5224296,5042606,24201788,442,164110,296085,1,0,0,163871493,7244773,608,1041,290,899,78,720,26,556,14,1169
National,ssp585 (medium confidence),50,2060,0.323,25,0.0392,1381,906,652,729,3461295,1610158,1851138,171505826,4795,737,19.07,585224,7374266,6604156,26270947,455,212198,325919,2,0,0,205476958,10862875,702,1057,431,843,172,739,51,754,25,1402
National,ssp585 (medium confidence),50,2060,0.323,50,0.0198,1712,1208,822,890,5976730,2556567,3420164,216257749,5106,782,24.45,836320,9350546,7868860,26857702,467,252190,372102,2,0,0,252838099,14934100,744,805,543,1071,270,685,123,789,32,1756
National,ssp585 (medium confidence),50,2060,0.323,100,0.01,2095,1555,1021,1074,10402716,4242719,6159997,251965369,5450,821,30.42,1176789,11915027,8983348,27113413,478,292560,435202,3,0,1,291429011,20855413,772,869,621,792,404,884,208,789,90,2116
National,ssp585 (medium confidence),50,2060,0.323,250,0.004,2692,2039,1365,1327,23105425,9459115,13646310,302368376,5948,882,38.74,1805943,15835754,10573788,27466340,487,362393,489438,3,0,2,346159907,35847549,884,896,615,786,509,786,375,815,309,2665
National,ssp585 (medium confidence),50,2070,0.424,1,0.6321,41,21,5,36,19303,14864,4439,3473304,1583,313,0.65,4057,78998,581878,4570904,98,5140,35266,0,0,0,8158472,610379,31,396,10,1187,0,0,0,0,0,0
National,ssp585 (medium confidence),50,2070,0.424,5,0.1813,912,492,406,506,1331787,669445,662342,120472715,4184,659,12.78,278508,4530947,4312118,23943032,436,152319,276879,1,0,0,149223573,6074731,568,928,242,930,65,696,27,505,10,1125
National,ssp585 (medium confidence),50,2070,0.424,10,0.0952,1159,695,531,628,2135829,1055267,1080563,144838405,4586,711,16.09,415166,5974130,5495362,25969495,449,183392,308238,2,0,0,177090269,8229748,655,1095,345,865,111,721,28,642,20,1263
National,ssp585 (medium confidence),50,2070,0.424,25,0.0392,1527,1036,738,789,4280419,1910888,2369530,186491736,4945,759,21.27,682022,8219381,7034128,26746126,464,233494,351940,2,0,0,221809183,12230062,716,872,495,936,216,871,70,721,30,1545
National,ssp585 (medium confidence),50,2070,0.424,50,0.0198,1896,1340,914,982,7178133,2999630,4178504,232762292,5265,806,27.17,954321,10593495,8220156,27075356,474,272992,397648,2,0,0,270828791,16625603,781,813,599,1006,319,720,154,870,43,1856
National,ssp585 (medium confidence),50,2070,0.424,100,0.01,2294,1697,1137,1157,12208311,4937960,7270351,267945920,5651,851,32.92,1317789,13344459,9266158,27273712,482,314152,457744,3,0,1,309021834,23106409,836,895,655,806,438,989,246,703,119,2258
National,ssp585 (medium confidence),50,2070,0.424,250,0.004,2921,2191,1514,1407,26577251,10984281,15592970,323929862,6070,902,42.01,1978841,17402879,10889407,27646790,490,384719,517699,3,0,2,369497229,39830219,974,846,645,812,527,773,396,802,379,2837
National,ssp585 (medium confidence),50,2080,0.535,1,0.6321,45,26,8,37,29074,21098,7976,3848549,1687,325,0.77,5308,83799,700325,5261368,115,8989,37554,0,0,0,9231270,743697,26,403,19,1284,0,0,0,0,0,0
National,ssp585 (medium confidence),50,2080,0.535,5,0.1813,1063,597,488,575,1718703,841725,876978,137331288,4400,688,14.98,351113,5582713,4861516,24336179,445,171977,295180,2,0,0,167545360,7103309,628,1007,307,915,81,710,32,539,15,1229
National,ssp585 (medium confidence),50,2080,0.535,10,0.0952,1295,817,608,687,2736205,1304808,1431397,158994342,4739,733,18.42,508744,7107940,5974612,26474566,458,205626,327825,2,0,0,192904673,9425187,687,1055,397,830,148,775,39,720,24,1359
National,ssp585 (medium confidence),50,2080,0.535,25,0.0392,1714,1159,828,886,5310822,2293568,3017254,205239048,5190,794,24.18,800250,9478378,7501843,27017600,472,256650,376819,2,0,0,242111844,13869565,751,895,565,1003,272,794,93,791,33,1707
National,ssp585 (medium confidence),50,2080,0.535,50,0.0198,2113,1480,1039,1074,8696401,3578543,5117858,253408856,5469,831,30.21,1101864,11988596,8587045,27126242,478,295100,432818,3,0,0,292956512,18680411,863,845,618,1011,392,782,183,824,57,2007
National,ssp585 (medium confidence),50,2080,0.535,100,0.01,2526,1833,1274,1252,14552221,5852692,8699529,286917959,5881,879,36.3,1489883,15044674,9578310,27470123,488,338617,490247,3,0,2,329923003,25959030,929,970,658,776,493,978,290,716,156,2441
National,ssp585 (medium confidence),50,2080,0.535,250,0.004,3182,2372,1670,1512,30886863,12929611,17957252,341113005,6338,929,46.05,2187190,19488917,11243330,27966917,496,409491,535428,3,0,3,389104268,44726873,1086,953,645,807,567,774,417,771,467,3033
National,ssp585 (medium confidence),50,2090,0.664,1,0.6321,57,35,11,46,43478,29868,13609,4843743,1888,346,1.01,7437,165468,853495,6184552,134,15427,41557,0,0,0,11235320,919837,32,446,25,1397,0,45,0,0,0,0
National,ssp585 (medium confidence),50,2090,0.664,5,0.1813,1207,707,555,652,2308994,1103215,1205779,148803318,4648,722,17.05,450463,6542882,5461308,24784804,452,197040,322964,2,0,0,180453968,8417805,647,1016,377,879,120,803,38,600,25,1350
National,ssp585 (medium confidence),50,2090,0.664,10,0.0952,1475,945,708,767,3658650,1660534,1998116,177022570,4956,766,20.94,633175,8288786,6524328,26980329,468,233279,348604,2,0,0,212640289,11049432,704,1033,487,830,192,889,61,692,31,1512
National,ssp585 (medium confidence),50,2090,0.664,25,0.0392,1938,1302,944,994,6733567,2823719,3909847,234089086,5331,815,27.41,957375,10878834,7990208,27126242,477,282598,409369,3,0,0,272503531,15963747,821,829,604,1105,333,704,140,758,40,1935
National,ssp585 (medium confidence),50,2090,0.664,50,0.0198,2356,1631,1187,1169,10740930,4371166,6369764,273494461,5680,860,33.33,1292950,13336171,8988464,27371183,487,321494,469848,3,0,1,314671663,21343838,927,882,647,784,475,1036,215,752,92,2226
National,ssp585 (medium confidence),50,2090,0.664,100,0.01,2793,1992,1418,1375,17718284,7143242,10575042,308330250,6076,902,40.41,1712848,17008751,9967781,27777378,494,369011,512837,3,0,2,353629215,29767924,999,974,704,728,536,928,345,741,209,2705
National,ssp585 (medium confidence),50,2090,0.664,250,0.004,3471,2567,1844,1627,36541048,15469071,21071977,369363294,6438,947,50.73,2452374,21945084,11787705,49102601,501,437759,563069,3,0,3,440974048,51218886,1159,828,682,783,603,778,466,854,561,3195
National,ssp585 (medium confidence),50,2100,0.812,1,0.6321,84,42,21,63,67346,44413,22932,8128839,2183,382,1.46,11877,259293,1055936,6747614,171,22450,74486,0,0,0,15210232,1157609,48,705,33,497,3,981,0,0,0,0
National,ssp585 (medium confidence),50,2100,0.812,5,0.1813,1521,957,721,800,3272457,1490441,1782015,177881919,5048,778,21.4,592292,8596596,6129426,26980329,468,228040,353942,2,0,0,213812786,10222215,790,1194,476,814,174,870,50,664,31,1506
National,ssp585 (medium confidence),50,2100,0.812,10,0.0952,1861,1211,920,941,5023446,2172465,2850981,215671358,5268,810,25.7,803820,10372012,7162196,27146289,478,263741,393785,3,0,0,253583444,13253202,895,1001,572,936,280,899,74,707,40,1725
National,ssp585 (medium confidence),50,2100,0.812,25,0.0392,2392,1583,1200,1192,8795753,3618589,5177164,273302784,5719,867,33.81,1176259,13778483,8491329,27400225,489,312875,467989,3,0,0,314949481,18776216,1071,1016,652,979,426,840,171,747,72,2137
National,ssp585 (medium confidence),50,2100,0.812,50,0.0198,2847,1964,1452,1395,13730778,5546113,8184665,312035587,6070,907,40.75,1547835,17273627,9427113,27968806,497,355561,508784,4,0,2,357786804,25061286,1197,1066,697,737,535,1049,271,687,147,2531
National,ssp585 (medium confidence),50,2100,0.812,100,0.01,3293,2375,1708,1585,22216398,9021044,13195354,350403616,6333,941,48.03,2003238,20699398,10455185,27994028,499,406256,553918,4,0,2,399650960,35081076,1279,988,708,773,611,796,406,887,289,2889
National,ssp585 (medium confidence),50,2100,0.812,250,0.004,3903,3017,2101,1802,44283864,18993896,25289968,406929943,6612,973,59.3,2800396,26920670,13050725,49104325,502,469465,607726,6,0,5,483562663,60604449,1307,777,797,798,622,800,501,767,676,3470
National,ssp585 (medium confidence),50,2110,0.921,1,0.6321,93,49,23,70,86559,56189,30370,9093036,2240,390,1.81,15991,349981,1213032,7227165,185,27585,90641,0,0,0,16760824,1343167,55,678,29,375,9,1187,0,0,0,0
National,ssp585 (medium confidence),50,2110,0.921,5,0.1813,1656,1099,798,858,4080603,1806527,2274076,190104512,5183,796,23.27,705715,9454732,6616184,27059834,471,250976,369097,2,0,0,226988176,11653478,791,1109,524,818,240,932,64,694,37,1630
National,ssp585 (medium confidence),50,2110,0.921,10,0.0952,1995,1349,995,1000,6117092,2585026,3532066,229691655,5434,835,27.66,938449,11142897,7626366,27202566,482,285710,421141,3,0,0,268458259,14967616,887,932,606,1011,346,865,108,728,48,1898
National,ssp585 (medium confidence),50,2110,0.921,25,0.0392,2576,1764,1314,1262,10452176,4266126,6186050,290089306,5848,883,36.34,1347954,15053108,8853557,27794023,494,335890,487004,3,0,1,333423441,20989577,1109,941,660,834,498,936,210,871,99,2266
National,ssp585 (medium confidence),50,2110,0.921,50,0.0198,3013,2179,1547,1466,16153121,6506194,9646927,327162893,6199,922,43.62,1746348,18838165,9749809,27968806,497,381750,534330,4,0,2,374504194,28031028,1185,1004,715,743,598,1022,323,718,192,2712
National,ssp585 (medium confidence),50,2110,0.921,100,0.01,3459,2595,1808,1651,25807660,10538429,15269230,364198011,6423,950,50.97,2227895,22258807,10813647,28095705,501,433547,566213,4,0,3,415118736,39282749,1244,858,763,809,653,806,437,993,362,2957
National,ssp585 (medium confidence),50,2110,0.921,250,0.004,4055,3267,2191,1864,50393216,21806244,28586973,421700362,6665,981,62.02,3069991,28526838,14097521,49110350,505,492785,619690,6,0,6,499957241,68053514,1213,641,897,804,645,808,525,773,775,3639
National,ssp585 (medium confidence),50,2120,1.054,1,0.6321,125,61,34,91,115567,72848,42719,13817408,2392,412,2.28,24690,503676,1426865,7614290,206,34591,110847,0,0,0,22046222,1601712,81,733,24,339,20,1320,0,0,0,0
National,ssp585 (medium confidence),50,2120,1.054,5,0.1813,1918,1229,954,964,5363480,2296597,3066883,215074175,5367,827,26.66,873165,10888611,7186357,27192373,480,278340,404842,3,0,0,253560002,13701342,879,1027,588,900,317,958,85,693,49,1789
National,ssp585 (medium confidence),50,2120,1.054,10,0.0952,2324,1506,1167,1157,7777131,3226232,4550898,265247638,5682,867,32.42,1135895,13427918,8126441,27517114,490,312981,454167,3,0,0,306646837,17352448,1051,984,640,974,412,824,152,797,69,2103
National,ssp585 (medium confidence),50,2120,1.054,25,0.0392,2899,1972,1486,1413,12977209,5272286,7704923,316407530,6033,908,41.73,1588808,17679825,9285978,27968806,496,367125,521366,4,0,2,362577528,24219119,1208,916,705,794,572,1002,285,770,129,2551
National,ssp585 (medium confidence),50,2120,1.054,50,0.0198,3331,2402,1740,1591,19878806,8042469,11836336,353278314,6296,938,49.28,2023157,21850499,10157111,28095705,501,415605,556014,4,0,4,403780533,32474679,1252,866,802,794,621,982,409,781,247,2873
National,ssp585 (medium confidence),50,2120,1.054,100,0.01,3747,2830,1991,1756,31118155,12893476,18224679,387877473,6558,963,56.15,2538950,25253041,11230341,28097405,502,464884,590711,5,0,4,441818629,45352330,1259,702,857,923,674,762,501,992,456,3179
National,ssp585 (medium confidence),50,2120,1.054,250,0.004,4329,3497,2365,1964,59099242,25916888,33182354,445241878,6803,999,66.86,3443417,31334262,15409217,49361895,509,521867,655482,6,0,6,526593517,78473743,1189,488,1018,906,644,820,565,752,913,3837
National,ssp585 (medium confidence),50,2130,1.184,1,0.6321,154,75,47,107,153354,97399,55955,17305350,2612,442,2.85,35792,731424,1604275,8046736,214,36823,120712,0,0,0,26204223,1830244,105,869,29,428,20,1022,0,293,0,0
National,ssp585 (medium confidence),50,2130,1.184,5,0.1813,2166,1370,1087,1079,6716545,2863844,3852700,242466394,5587,856,29.93,1057292,12555749,7673285,27510902,487,289021,441109,3,0,0,282974154,15736143,980,1124,622,983,388,868,116,720,60,1892
National,ssp585 (medium confidence),50,2130,1.184,10,0.0952,2592,1671,1320,1272,9606669,3997404,5609265,287884834,5896,891,36.42,1351931,15458303,8510040,27892378,494,325247,483000,4,0,0,331718515,19793888,1140,1122,673,974,496,814,195,883,88,2103
National,ssp585 (medium confidence),50,2130,1.184,25,0.0392,3177,2196,1645,1532,15795909,6476029,9319880,340273884,6225,932,46.53,1850660,20476723,9599951,27968806,497,382917,542717,4,0,4,389262130,27629437,1266,1085,786,773,605,1068,341,728,179,2571
National,ssp585 (medium confidence),50,2130,1.184,50,0.0198,3561,2623,1884,1677,23940531,9868820,14071711,374303104,6425,952,53.77,2318323,24200618,10486494,28095705,501,431048,579415,5,0,4,427178843,37176395,1232,928,898,850,649,793,468,967,314,2887
National,ssp585 (medium confidence),50,2130,1.184,100,0.01,3958,3074,2118,1840,36928576,15661353,21267223,406759191,6616,975,60.35,2868198,27563173,12010600,49204812,504,477445,614921,5,0,5,484142098,52284820,1196,718,961,979,696,681,538,906,567,3332
National,ssp585 (medium confidence),50,2130,1.184,250,0.004,4526,3724,2491,2035,68200651,30336117,37864534,462292023,6860,1006,70.43,3838683,33315680,16469293,49814648,515,533845,670160,9,0,7,546092511,89042471,1088,581,1109,831,697,776,595,734,1037,3938
National,ssp585 (medium confidence),50,2140,1.306,1,0.6321,203,104,77,126,215530,133639,81891,20408497,2881,473,3.57,50810,975040,1802143,9325165,249,50379,136915,0,0,0,30845617,2118863,136,979,38,562,27,378,2,962,0,0
National,ssp585 (medium confidence),50,2140,1.306,5,0.1813,2449,1753,1247,1202,8320667,3506250,4814417,272879675,5766,877,34.13,1254807,14621109,8111880,27794023,493,312902,470609,4,0,0,315765416,18000257,1087,1096,663,998,457,796,169,851,73,2025
National,ssp585 (medium confidence),50,2140,1.306,10,0.0952,2878,2112,1481,1397,11735847,4874143,6861704,316201255,6017,908,41.32,1581131,17808848,8931555,27970530,497,352216,515980,4,0,1,362496613,22600750,1214,1004,724,929,561,908,275,897,104,2279
National,ssp585 (medium confidence),50,2140,1.306,25,0.0392,3409,2690,1798,1611,19127550,7871569,11255981,361261596,6319,943,51.49,2126668,23321221,9948987,28097405,502,410945,561303,5,0,4,413241524,31614151,1217,926,895,875,650,959,415,830,232,2729
National,ssp585 (medium confidence),50,2140,1.306,50,0.0198,3795,3110,2008,1787,28540129,11900784,16639344,391619329,6552,967,58.0,2626771,26438967,10854342,28118812,504,459707,600861,6,0,4,446777968,42480948,1179,848,993,898,698,710,522,1029,403,3067
National,ssp585 (medium confidence),50,2140,1.306,100,0.01,4191,3569,2272,1919,43486181,18652049,24834132,427089181,6700,988,64.6,3212610,29878909,13154337,49485956,512,502042,638035,7,0,6,507092081,60355170,1120,689,1090,872,701,741,601,800,679,3598
National,ssp585 (medium confidence),50,2140,1.306,250,0.004,4731,4151,2630,2101,77888395,34877474,43010921,483842695,6994,1019,74.13,4238952,35179471,17200475,50257960,532,557594,700282,9,0,7,569980409,99885415,1027,629,1149,725,781,771,614,783,1160,4086
National,ssp585 (medium confidence),50,2150,1.42,1,0.6321,298,130,123,175,303495,170927,132568,32548702,3188,515,4.91,70585,1344502,2061161,11318242,278,76053,154024,0,0,0,45365470,2511294,209,979,51,647,29,377,9,1185,0,0
National,ssp585 (medium confidence),50,2150,1.42,5,0.1813,2867,1962,1473,1394,10345226,4260634,6084592,313433021,6028,913,41.35,1468735,17992612,8612478,27981250,499,357239,508592,4,0,2,359915475,20783679,1282,920,722,1034,524,818,238,932,101,2324
National,ssp585 (medium confidence),50,2150,1.42,10,0.0952,3277,2360,1733,1544,14356630,5889237,8467393,349465325,6158,929,48.61,1826357,21733306,9391663,28118853,504,398443,540572,5,0,4,399858055,25973094,1338,802,835,854,603,1012,345,864,156,2626
National,ssp585 (medium confidence),50,2150,1.42,25,0.0392,3735,2950,1978,1757,23119115,9494723,13624392,385520204,6461,963,57.74,2415000,26478194,10377739,28264889,511,459807,604102,6,0,4,440867389,36371660,1249,656,1019,898,662,834,496,936,309,3137
National,ssp585 (medium confidence),50,2150,1.42,50,0.0198,4107,3385,2197,1910,33944103,14193168,19750935,415200732,6654,983,63.44,2947884,29075702,11407953,49586100,524,506529,624882,6,0,6,494487416,48806469,1164,488,1118,975,715,752,595,1009,515,3430
National,ssp585 (medium confidence),50,2150,1.42,100,0.01,4498,3777,2457,2041,50747261,21833144,28914117,460491478,6893,1012,69.93,3565677,32667531,14344490,50024095,531,545640,673781,8,0,6,543856886,69203068,1118,513,1168,815,763,809,651,806,798,3950
National,ssp585 (medium confidence),50,2150,1.42,250,0.004,5020,4359,2811,2209,88268841,39539283,48729557,511469509,7195,1043,78.51,4644247,37154975,17965927,50394250,541,602512,733502,10,0,7,599752236,111481527,1034,554,1147,617,895,804,644,808,1300,4412
